Genes,Clinical_Importance_level,Transmissibility_level,Mobility_level,Pathogenic_level,Clinial_Importance_score,Transmissbilitty_score,Mobility_score,Pathogenic_score,Final_Risk_score
oxa-115,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-116,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-118,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-131,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-134,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-135,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-139,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-14,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-140,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-141,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-143,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-145,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-146,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-15,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-159,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-161,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-165,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-171,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-18,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-19,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-31,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-314,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-317,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-338,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-340,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-344,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-370,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-371,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-374,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-376,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-378,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-383,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-386,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-387,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-391,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-398,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-401,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-405,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-407,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-410,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-411,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-413,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-414,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-415,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-419,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-431,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-433,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-439,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-441,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-484,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-485,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-5,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-501,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-505,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-508,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-517,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-519,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-541,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-544,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-545,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-555,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-558,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-654,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-657,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-675,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-677,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-684,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-691,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-694,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-707,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-717,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-735,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-738,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-739,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-753,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-756,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-76,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-761,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-770,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-779,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-796,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-80,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-803,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-81,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-810,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-83,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-833,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-834,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-838,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-846,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-848,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-850,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-851,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-853,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-854,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-855,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-856,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-876,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-879,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-88,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-893,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-897,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-901,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-903,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-904,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-907,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-908,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-913,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-914,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-937,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-95,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-99,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxy-1-7,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pac-1,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-100,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-101,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-103,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-104,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-107,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-109,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-11,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-110,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-111,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-113,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-114,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-115,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-116,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-117,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-119,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-11b,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-13,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-133,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-135,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-137,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-138,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-14,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-140,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-141,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-144,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-145,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-147,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-151,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-155,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-156,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-157,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-158,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-16,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-161,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-164,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-166,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-167,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-168,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-169,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-17,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-170,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-171,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-179,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-18,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-181,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-184,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-185,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-186,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-188,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-195,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-196,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-197,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-198,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-19a,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-19b,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-30,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-301,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-303,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-308,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-31,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-311,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-319,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-33,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-334,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-335,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-337,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-338,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-339,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-34,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-340,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-346,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-35,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-353,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-359,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-36,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-361,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-364,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-37,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-374,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-38,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-381,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-39,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-390,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-391,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-397,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-40,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-401,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-407,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-409,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-411,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-43,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-431,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-433,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-437,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-44,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-441,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-443,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-444,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-446,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-45,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-451,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-454,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-457,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-46,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-51,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-53,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-56,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-60,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-61,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-63,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-64,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-66,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-68,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-71,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-95,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-96,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-97,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pdc-98,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
per-10,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
per-9,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
pseudomonas mutant phop conferring resistance to colistin,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
